ID,Title_CN,Fable_CN,Moral_CN,TOC
220,老鹰和甲虫,一只鹰正在奋力追一只兔子，而兔子则拼命奔跑，一筹莫展地不知该到哪里寻求帮助。这时，她恰巧看见一只甲虫，便向他求救。于是，当老鹰过来时，甲虫便警告她不要碰那只兔子。老鹰根本没有把小小的甲虫放在眼里，因为它实在太不起眼了，终于还是抓住兔子并吃了她。甲虫一直没有忘记这件事，经常关注着老鹰的巢，只要老鹰一下蛋，他便悄悄地爬上去，把老鹰蛋滚出巢来摔碎它。后来，老鹰十分担心再丢失自己的蛋，便跑到朱庇特（鹰的特别守护神）那里，请求给自己一个安全的地方生儿育女。于是，朱庇特让她在自己的膝上下蛋。然而，甲虫也注意到了此事，就做了一个和鹰蛋差不多大小的泥球，然后飞上去，把它扔到了朱庇特的膝盖上。朱庇特一看是泥球，马上站起身来抖擞自己的长袍，浑然忘记了膝上还有老鹰下的蛋，无意间把蛋也抖落了，老鹰的蛋像之前那样摔了个粉碎。据说，从那以后，在甲虫出现的时节，老鹰就再也不下蛋了。,即便对手是强者，弱者有时也会想方设法地报仇雪耻。,其他
221,捕鸟人和百灵鸟,一个捕鸟人正在撒网，好让小鸟们自投罗网。这时，一只百灵鸟走过来，问他在干什么。"我正在建造一座漂亮的城市。"捕鸟人回答道，说完就跑到远处藏起来。百灵鸟带着极大的好奇心，跑过去想看个究竟，她小心地冲着网中的诱饵跳过去，结果却被缠在网中。捕鸟人很快跑过来，抓住了她。百灵鸟说："我可真是个傻瓜！但无论如何，如果这就是你建造的城市，那么估计要花很长时间才能找到足够多的傻瓜来填补空缺！",寓意: 对一些害人的陷阱要提高警惕，不轻易相信空谈，以避免落入圈套。,其他
222,吹笛子的渔夫,有一天，一个会吹长笛的渔夫带着笛子和渔网来到海边，他站在一块突出海面的岩石上，开始吹奏曲子，希望用笛声引诱鱼儿跳出海面。渔夫弹奏了一会儿，没有一条鱼出来。最后，他把长笛放到一边，撒网入海，却捞起满网的鱼。当渔夫把网拖上岸后，看见鱼儿在岸边不停地跳跃，他便说："你们这些淘气鬼！我吹笛子时，你们不肯跳；现在我不吹了，你们却在这里欢蹦乱跳！",这篇文章寓意是：改变自己的方式和思路，突破僵局，才能成功。,其他
223,黄鼠狼和人,从前，有一个人抓住了一只黄鼠狼，它总是在房子里偷偷摸摸。这人正要用一盆水淹死它时，黄鼠狼苦苦哀求人饶了自己的性命，并且对人说："你一定不忍心杀了我！想想我对你们家做的贡献吧，我可是一直在清理你家里的老鼠和蜥蜴，为了显示你对我的感激之情，就饶我一命吧。""我也承认，你并非完全无用，"男人说，"但是，是谁杀了鸡？是谁偷了肉？不，不！你做了太多坏事，理应去死。",寓意：尽管做过坏事，但贡献和行为仍然可以拯救我们不幸的遭遇。,狼
224,农夫、驴和公牛,农夫给他的公牛和驴一起套上牛轭，然后赶着它们下地犁田。这是一个糟糕的临时组合，但农夫已经尽力了，因为他只有一头公牛。干了一天活后，牲口被主人从牛轭里解放出来，驴对牛说："我们可是度过了艰难的一天，我们两个当中，谁载着主人回家呢？"听了驴的话，牛似乎很惊讶，"怎么这么问呢，"他说，"当然是你，像往常一样。",这篇文章寓意是：即使被迫进行糟糕的临时组合，人们也应该做自己能力范围内的所有事。尽管面对困难，但仍应当慎重地思考，一方面以便化解矛盾，另一方面也能建立双赢的关系。,驴
225,狄马德斯和他的寓言,有一次，演说家狄马德斯在雅典的一次集会上演讲，但是没有一个人认真听，他便停下来，说："先生们，我很想告诉你们一个伊索寓言里的故事。"这话受到了人们的重视。接着，他开始说："有一次，得墨忒耳（掌管农业、结婚、丰饶的女神）和一只燕子、一条鳗鱼一同出行，他们要穿过一条没有桥的河，燕子飞过去了，鳗鱼游过去了。"讲到这里，他便停下来，不再讲了。听众中有几个人问他："那么得墨忒耳怎么过去的呢？"他回答说："得墨忒耳正在生你们的气呢，因为你们对公共事务毫无兴趣，一心只喜欢听伊索寓言。",这篇文章的寓意是：容易兴趣只停留在浮光掠影的事物上会令人错失了机会，实践是检验真理的唯一途径。,其他
226,猴子和海豚,人类在出海航行时喜欢带上哈巴狗或猴子之类的宠物，以供消遣。一个人从东方回到雅典时，就带了一只猴子随行。当他们靠近阿提卡海岸时，一场风暴突然袭来，船被狂风巨浪打翻了，甲板上的所有人都被抛入水中，人们试着游向岸边，猴子也在其中。一只海豚看见了猴子，以为是人，立即将它驮到背上，游向岸边。当他们快要到达雅典的珀赖欧斯海港时，海豚问那猴子是不是雅典人。猴子回答说是的，而且还补充说自己出身名门望族。"那么，你肯定了解珀赖欧斯了？"海琢接着又问道。猴子以为海豚说的是某个官员或什么人，便回答说："他是我的一个老朋友。"海豚察觉到了猴子的虚伪，十分气愤，便没入水中，不幸的猴子很快就被淹死了。,此文寓意是：虚伪将带来惩罚，真诚才能获得尊重。,猴子
227,乌鸦和蛇,一只饥饿的乌鸦暗中发现一条蛇正在温暖的阳光下熟睡，便猛扑过去用爪子抓住了蛇，带着他飞到一个可以安然享受美食而不受打扰的地方，这时，惊醒的蛇回过头来，咬了乌鸦一大口。这是一条毒蛇，挨咬的乌鸦受到了致命袭击。将死时，乌鸦说："我的命运多么不幸呀！我以为自己找到了美食，可是却因此而丢掉了性命。",这篇文章寓意是：欲罢不能，投机取巧往往会使人惨遭致命后果。,其他
228,狗和狐狸,几条狗发现了一张狮子皮，便使劲用牙齿撕碎了。碰巧，一只狐狸走过来，说："显然，你们以为自己很英勇，可如果这是一头活着的狮子，你们就会明白，他的爪子显然要比你们的牙齿更锋利。",寓意: 勇敢做事有时会付出惨重的代价，要审慎地思考和判断。,狐狸
229,夜莺和老鹰,夜莺坐在一棵橡树的树枝上，像往常一样在歌唱。一只饥饿的老鹰看见她后，便猛飞过去用鹰爪抓住了她。就在老鹰将要撕碎夜莺时，她恳求老鹰饶命："我的个头太小了，不能让你饱餐一顿，你应当去抓那些个头更大的鸟。"老鹰不屑一顾地看着她，说："如果你认为我会放弃手中现成的食物，而去追求目前看不见影的东西，那可真是太小看我了。",寓意是：即使危险挥之不去，却不要害怕，勇敢地发挥自己的聪明才智，去开拓一片新的大好前景。,其他
230,玫瑰花和苋菜,玫瑰花和苋菜在花园里并排而立，苋菜对自己的邻居------玫瑰花说："我真羡慕你，有着漂亮的颜色和芬芳的香味！毫无疑问，你是世上最美丽的花朵！"玫瑰花却回答说："亲爱的朋友，我只开一季而已。我的花瓣很快就会枯萎凋谢，然后我就死去了。而你的花却永不褪色，即使被割断了，它们依然能够常绿、不褪色。",这篇文章暗示，拥有永恒的美丽和恒久不变的力量比表面上的短暂美更可贵。,其他
231,人、马、牛、狗,冬日里的一天，一场强烈风暴过后，马、牛、狗纷纷来到人居住的房子里，乞求得到庇护。人爽快地接纳了他们。因为他们又湿又冷，人便生火取暖，让他们舒服一些。不仅如此，人还把燕麦放到马的面前，把干草放到牛的面前，把自己吃剩的饭放在狗的面前。风暴减弱后，他们准备离开人的房子，决定以某种方式来表示自己的感激之情。他们将人的一生分成几个阶段，然后在每个阶段分别赋予自己的某种特殊品质。马取走了年轻阶段，因此，年轻人奋发向上但不受约束；牛取走了中年阶段，因此，中年人踏实稳定且埋头苦干；而狗则接受了老年阶段，这正是老年人经常脾气暴躁的原因之一，他们也像狗那样，主要依赖那些能给他们带来温暖和舒适的人，而厉声呵斥那些陌生或令其不悦的人。,本文传达的寓意是: 人类应该学会像接纳动物一样，遇到任何困难时，都应该有一颗热忱的心，以及善待他人的意愿，不断努力提升自己，在不同阶段赋予自己特殊品质，享受生活中的每一个瞬间，乐于施舍和互助，一起走遍每一个漫长而又不可替代的人生阶段。,狗
232,狼群、羊群和公羊,狼群派了一个使者到羊群那里去送一份缔结永久和平的建议书，其中提出，只要羊群放弃牧羊犬的看护，并把他处死，狼群便愿意与羊群和平相处。愚蠢的羊群同意了狼群的提议，但是一只上了年纪的公羊因年长而颇具智慧，他说："即便眼前有狗在保护我们，我们尚且不能平安地逃出你们的魔爪，还怎么敢期望着与你们和平相处呢？",这篇文章提醒人们，在做决定时要理智地看待形势，不应盲目地相信承诺，贸然言诺，也不能轻易放弃自身利益和保护，否则可能铸成灾难。,狼
233,天 鹅,据说，天鹅一生只唱一次歌，只有在他死期临近时才唱。一个曾经听过天鹅那优美歌声的人，偶然在市场上看到几只天鹅正待出售，便买了一只带回家。几天后，他邀请了几个朋友来吃饭，并介绍了自己的天鹅，让他唱首歌来助兴。可是，天鹅却始终保持沉默。后来，终于有一天，天鹅慢慢老了，他知道自己死期将至，便展开歌喉，唱出了一曲甜美哀婉的歌。主人听到后，生气地说："如果你真是在临死前才肯唱歌，那我多么愚蠢呀！我真应该在那天就拧断你的脖子，而不仅仅是让你唱歌了。",这篇文章暗示，实现梦想只有在最努力的时候才能实现，不要拖延，要抓住机遇，勇于投入去实现它。,其他
234,蛇和朱庇特,一条蛇因为人类和其他野兽的践踏常常生活在水深火热之中，部分原因是他的身体过长，另一部分原因是他无法离开地面。于是，他便跑去向朱庇特抱怨自己所暴露出的危险。可是，朱庇特却不怎么同情他。朱庇特说："如果你咬了第一个践踏你的人，其他人就不再敢冒险这样做了。",这篇文章的寓意是：为了避免被人无端践踏，就要努力反击，积极主动抵抗，从而保护自己的利益。,其他
235,狼和他的影子,一只狼在日落时漫步于平原上，看到自己的影子那么长，他得意洋洋地自言自语道："我还不知道自己的身体居然有这么大。难以想象我竟然还怕一只狮子！不，我不应该害怕他，我应该做百兽之王。"他沉醉于其中，忽视了身边的危险。这时，一只狮子向他扑来，开始撕咬他。"哎呀！"狼大声喊道，"若不是沉醉于虚幻之中，我就不会被自己的幻想毁了呀。",这篇文章的寓意是：不要沉溺于自己的幻想而忽略了现实的危险，因为可能会付出惨痛的代价。,狼
236,农夫和狼,农夫松开牛脖子上挂着的牛轭，牵着它们到水边去喝水。这时，一只饿得半死的狼出现了，他走到犁旁边，开始咀嚼牛轭上的皮套。为了能够填饱肚子，狼拼命地啃那皮套，不知不觉就将头伸进了牛轭中，惊慌中的狼拼命挣扎着想重获自由，结果只好拉着犁跑，就像要去田里耕地似的。恰巧农夫回来了，看到眼前发生的一切，便说："啊，你这个可恶的东西，但愿你弃恶从善，干点正经事。",这篇文章的寓意是：面对饥饿，虽然可能会犯下错误，但只要愿意改正，就有机会改过自新。,狼
237,墨丘利和被蚂蚁所咬的人,一个人在海边看见一艘船遇难，船上的人全都被淹死了，他便愤愤不平地抱怨上帝。"唉，上帝都不考虑一个人的品格，"他说，"竟然让好人和坏人一起死了。"这个人当时正站在一个蚂蚁窝旁，当他说这番话时，被爬到脚上的一只蚂蚁咬了一口。他立刻冲着身旁的蚂蚁窝撒起火来，碾死了许多并没有伤害他的蚂蚁。这时，墨丘利出现了，用棍棒痛打了他一顿，而且还重复着那人刚才所说的话："你这个恶棍，现在你的正义感又去哪里了呢？",本文寓意: 做人要有公正的正义感，不要偏袒自己，也不能盲目的去报复对方，要看到客观的事实，做出正确的判断。,其他
238,狡猾的狮子,一只狮子看见一头肥壮的公牛正在吃草，一想到这是一顿美味佳肴，口水禁不住就流了出来，可是他又畏惧公牛的尖角，不敢轻易发起进攻。然而，饥饿促使他一定要做点什么。单凭武力，他肯定无法成功，于是狮子决定用诡计智取。他带着友好的姿态走到公牛身旁，对公牛说："简直无法用语言来表达我对您那魔鬼般的身材有多羡慕，这是多么漂亮的头呀，多么宽阔结实的肩膀和大腿呀！不过，亲爱的朋友，究竟是什么让你戴着这两只奇丑无比的角呢？你一定也发现了，它们又笨拙又丑陋。相信我，若是没有了这两只角，你肯定会更好。"公牛也够蠢的，竟然被这番恭维所说服，把自己的两只角折断了，刚刚失去用以防卫的武器，公牛就轻易地被狮子虏获了。,这篇文章寓意是：智者可以利用聪明手段达成目的，而不必依赖武力。,其他
239,鹦鹉和猫,从前，有个人买了一只鹦鹉，让它在房子里自由自在地生活。这只鹦鹉欣喜若狂，高兴地飞上了壁炉架，尽情地叫着。一只猫正在壁炉前的地毯上睡觉，鹦鹉的吵闹声惊扰了她。看着这个刚来的入侵者，猫问道："你是谁，从哪里来的？"鹦鹉回答道："你的主人刚刚买了我，带我来到这个房子里。""你这个放肆无礼的家伙，"猫说，"怎么刚到这里就这么吵闹呢？我可是在这里出生的，而且一直住在这个家里。但即便如此，如果我冒险喵喵地叫几声，主人就会朝我扔东西，到处追着赶我出去。"鹦鹉回答说："喂，你最好赶快闭上嘴。我的声音多么悦耳动听呀，他们可都喜欢；而你的叫声，实在是一种噪音。",这篇文章的寓意是：不要滥用特权，新人要尊重老人，面对新环境也要懂得适应。,猫
240,雄鹿和狮子,有只鹿受到了猎犬的追捕，拼命地逃进一个洞里寻求庇护。他希望这是一个安全的地方，可以躲避猎犬。不幸的是，这个洞里有一只狮子，轻易地就抓获了鹿。鹿临死之前说："我真是倒霉，刚脱离了猎犬的追捕，马上又掉进了狮子的大口。",刚从油锅里出来，又掉进了火坑。,其他
241,说谎的人,有个人生了病，状况非常严重，他向众神发誓，如果能恢复健康，他一定会供奉一百头牛给众神。众神想要看看他是否能遵守诺言，很快便让他痊愈了。他其实根本没有一百头牛，于是就用酥油做成了一百头小牛，放到供台上供奉给众神，同时嘴里还说着："众神灵，我请你们来见证，我已经还清了自己许下的愿。"众神决定要报复他，便带他进入了一个梦境。在梦里，他被命令到海边去，在那里他将找到一百个银元。他带着激动的心情赶忙跑到海边，可是却遇上了一群强盗，强盗抓住他并将他卖了去当奴隶，而卖他所得的钱正好是一百个银元，也就是他要取的总数目。,不要许下力所不能及的愿。,其他
242,狗和牛皮,从前，有几条饥肠辘辘的狗，看见河里浸泡着一张牛皮，但是由于水太深，他们无法拿到那张皮。于是，他们合计着喝掉河里的水，这样就可以趁水浅一些时，过去拿那张牛皮了。然而，还没等到去拿兽皮，他们的肚皮早已被河水胀破了。,寓意：不要把目标定得太高，要在自己的能力范围内实现。,狗
243,狮子、狐狸和驴,狮子、狐狸和驴一起外出打猎。没过多久，他们就虏获了许多战利品，狮子命令驴在其面前分猎物。驴将所有猎物平均分成三份，然后谦和地请狮子和狐狸先挑选自己的那一份。这时，狮子勃然大怒，猛扑过去，撕碎了驴。接着，狮子又盯上了狐狸，命令他来重新分赃。狐狸把所有的猎物都堆在一起，然后请狮子来拿，只留下一点点东西给自己。"我的好朋友，"狮子说，"你怎么学到的这个窍门呀？"狐狸回答说："我是从驴那里得到了教训。",你若懂得从他人的不幸中汲取教训，就能获得幸福。,狐狸
244,捕鸟人、鹧鸪和公鸡,有一天，当捕鸟人正坐在餐桌边吃着仅有香草和面包的晚餐时，一个朋友不期而至。食品柜已经空了，于是捕鸟人跑出去捉那只驯养的鹧鸪，它可是一直被当做诱饵留下来的。就在捕鸟人要拧断她的脖子时，鹧鸪大喊道："你确定要杀了我吗？为什么，要是没有我，你下次捕鸟时该怎么办呢？你如何能吸引那些鸟儿走到你的网里来呢？"听了这番话，捕鸟人就放了鹧鸪，走到鸡舍那边，准备去捉那只胖乎乎的小公鸡。公鸡看到自己将要成为下一个被杀的目标，也求主人饶命，并且说："如果你杀了我，怎么能知道夜晚的时间呢？谁能在清晨唤醒你，到时候该去干活了呢？"然而，捕鸟人却回答说："我知道，你的确能告诉我时间，尽管如此，我也不能让朋友饿着肚子去睡觉呀。"随后，他便捉住公鸡，拧断了它的脖子。,本文讲述的是一个贪婪的故事，捕鸟人想为自己和朋友准备晚餐，但当面对家中的牲畜时，他犹豫不决。不管是鹧鸪还是公鸡，它们都以智慧和温暖的话语希望保全自己的生命，但捕鸟人最终还是为了自己的贪婪，选择了杀死公鸡。这篇文章寓意是：贪婪容易让人忽,公鸡
245,蚊子和狮子,有只蚊子飞到狮子那里，说："我一点儿也不害怕你，我甚至都不承认你我力量相当。你的力量究竟有多大？你只会用爪子抓、用牙齿咬，就像一个发脾气的女人一样，除此之外，就没有什么了。可是，我却比你厉害得多。若是你不相信，不妨来比试比试。"蚊子嗡嗡地吹着小喇叭，猛冲上前，在狮子的鼻子上咬了一口。狮子感觉到被蚊子叮了一口，马上就用爪子去抓，结果却划伤了自己的鼻子，流了好多血。狮子最终没能伤害到蚊子。于是，蚊子又嗡嗡叫着，兴高采烈地凯旋而归。然而，他很快就陷入了蜘蛛的网中，被一只蜘蛛抓住吃了，在战胜了百兽之王后，却被一只不起眼的蜘蛛消灭了。,这篇文章的寓意是：即使我们有足够的勇气和能力去战胜百兽之王，但最终仍有可能被一个不起眼的敌人击败。,其他
246,农场主和他的狗,一个农夫因持续而来的风暴被困在自己的农场里，无法外出为自己和家人寻获食物。迫于无奈，他杀死了自己的绵羊来充饥。可是，风暴依然持续不停，继而又杀死山羊。最后，因为风暴丝毫没有减弱的意思，他又被迫杀死了自己的牛来填饱肚子。那些狗看到不同的动物依次被杀、被吃掉后，便相互诉说："我们最好快点离开这里，不然就会成为下一个被杀的对象！",寓意:不要僵持不前，要抓住机会改变局面，避免不幸的命运从你身上发生。,狗
247,老鹰和狐狸,一只鹰和一只狐狸成为了好朋友，并决定比邻而居，他们以为经常能见到对方，就会维持更好的友谊。于是，老鹰在一棵大树的顶端建巢育子，而狐狸则走进树下的灌木丛中扎窝，并在那里生儿育女。有一天，狐狸出去觅食，老鹰正好也想给小鹰寻找食物，他便飞入灌木丛中，抓起狐狸的幼崽，飞上高枝，与雏鹰一起饱餐了一顿。待狐狸回来后，发现了老鹰的所作所为，她既为儿女的亡命而悲痛，又因自己无法到老鹰的巢穴吃掉她的幼崽报仇而愤怒。因此，她只好坐在不远的地方诅咒敌人。没过多久，她就报了仇。一些村民碰巧在旁边的祭坛杀羊祭神，老鹰飞下来，从祭坛上抓起一块还带着火苗的羊肉，带回到自己的巢里。这时，一阵狂风吹来，鹰巢立刻起火了，结果，那些快要被烧焦了的小雏鹰也一并掉到了地上。接着，狐狸便跑了过去，在老鹰的眼前，吃掉了那些小鹰。,带有欺骗性的忠诚或许能逃过人的惩罚，但却逃不过神的惩罚。,狐狸
248,屠夫和他的顾客,两个人正在市场里屠户的摊位上买肉，屠夫刚一转身背向他们，其中一人便抓起一块腱子肉，迅速放进另一人的斗篷里，谁也没看到他的举动。待屠夫转过身来，立刻注意到少了一块肉，便指控他们偷了肉。但是，拿了肉的那个人说自己没有偷，而得到肉的那个人也说自己没有拿。屠夫确信他们是在欺骗自己，但仅仅说了一句话："你可以用谎言来欺骗我，但却骗不了神，他们不会这么轻易放过你的。",相互推诿等同于欺骗。,其他
249,赫拉克勒斯和密涅瓦,赫拉克勒斯有一次经过一条狭窄的路时，见到前面的地上有一个类似苹果的东西，走到那里时，他便用脚去踩它。让他惊讶的是，那个东西不但没有碎，反而成倍增大了。他又去踩了一下，而且还用大木棒去打它。结果，那个东西迅速膨胀起来，堵住了整条路。他扔下木棒，不知所措地站在那里盯着看。这时，密涅瓦出现了，对他说："朋友，随他去吧，你眼前看到的正是那个祸根。如果你不去理它，它就会依然小如苹果一样待在原地，可是，如果你采用暴力与之抗衡，它就会变成你看到的这个样子了。",寓意：对于困难，用暴力反抗只会让问题变得更大，只有面对它，才会遇到解决之道。,其他
250,为狮子服务的狐狸,狮子身边有一只狐狸在服侍他，每当出去打猎时，狐狸负责寻找猎物，而狮子则扑上去杀死猎物，之后他们按照一定比例瓜分猎物。但狮子总会取走大部分猎物，而狐狸只能得到小小的一份，这让狐狸很不高兴。于是，狐狸决心自己去捕猎。起初，他尝试着从羊群中偷取羔羊，但是牧羊人一见到狐狸，便放狗追他。原来的捕猎者，现在反而变成被猎者，而且狐狸很快就被狗捉住杀死了。,安全的奴役更胜于有危险的自由。,狐狸
251,江湖郎中,从前，有一个人生病了，且卧床不起。他咨询了很多医生，除了一个医生之外，其他人都说这病没有什么危险，但却需要持续一段时间。那个持相反意见的医生，也是他最后咨询的一个医生，命令他做最坏的打算。"你已经活不过明天了，"那人说，"恐怕我也帮不上什么忙。"然而，事实证明那个医生的确是错了。过了些日子，尽管病人的脸色依然苍白，可他能够下床走动了。在路上，他又遇见了那个宣判他死期将至的医生。医生问他："你好，感觉如何？不用问，你从另一个世界回来了。拜托，那些死去的朋友怎么样？""非常舒服，"病人回答说，"因为他们喝了忘情水，忘掉了生命中的所有烦恼。顺便一提，就在我离开前，死神正准备控诉所有医生，因为他们没让病人自然死亡，而是利用各种方式来挽救其生命。原本你也在其中，但是我恳求他们放了你，因为你不是一个真正的医生，而仅仅是个江湖郎中。",这篇文章寓意是：坚持自己的看法，但要擦亮眼睛，以便及时发现生活中的机遇，做出正确的决策。,其他
252,狮子、狼和狐狸,一只上了年纪的狮子，生病躺在自己的洞里。除了狐狸外，森林里的其他动物都来问候狮子。狼心想，这正是一个好机会，可以和狐狸算算旧账了。于是，他便提醒狮子注意到狐狸的缺席，并且说："您看，大王，我们所有动物都来看望您，可狐狸却胆大包天，竟然不来问候。他根本都不关心您的健康状况是好是坏。"正在此时，狐狸进来了，听到了狼所说的最后一句话。狮子立刻冲狐狸怒吼起来，狐狸马上请求让他解释一下缺席的原因。狐狸说："他们谁也没有我这样关心您，我一直在四处奔走，遍访名医，为您寻找治病的妙方呢！""我问一下，你找到了什么？"狮子说。"我找到了一个灵丹妙方，那就是------您必须活剥了狼，趁着它的皮还有体温时，赶紧披在身上。"为了试一下狐狸的偏方，狮子立刻转向狼，用一只爪子掐死了狼，而狐狸则笑着自言自语道："这可是你自己激发出来的敌意。",本文寓意：团结友爱，共同祝福他人，尊重彼此，毋庸质疑他人的忠诚与关怀。,狐狸
253,赫拉克勒斯和财神,赫拉克勒斯被众神接纳为神以后，朱庇特为他设宴庆贺。宴会上，赫拉克勒斯热情友好地向众神们一一问好，唯独财神普路托斯除外。当财神向他走去时，他却低下头盯着地面看，然后转身走开了，假装没有看到他。朱庇特看到他的举动十分惊讶，便问他为什么与其他神都能高兴地打招呼，唯独对财神普路托斯却另眼相看。赫拉克勒斯回答说："陛下，我不喜欢财神普路托斯，我会告诉您原因的。当我们俩都在人间时，总见到他与坏人在一起。",本文寓意是：不要向恶势力附和，要有勇气选择正义。,其他
254,狐狸与豹,一只狐狸和一只豹正在争论自己的外表，争着吹嘘自己是更俊朗的那一个。豹说："看看我这漂亮的外套，你可没有什么能与之媲美的。"可是，狐狸却说："你的外表或许比较漂亮，但我的智慧却更胜过你。",寓意: 美貌并不能取胜智慧，智慧才是最重要的。,狐狸
255,狐狸与刺猬,一只狐狸正在渡过一条水流湍急的河，尽管他努力挣扎着，可依然被水流冲到了远处的河下游。后来，遍体鳞伤的他精疲力竭，想尽一切办法从水中爬回到了一块干燥的土地上，躺在那里一动也不能动。这时，一群饥饿的马蝇叮满了他的全身，泰然自若地吮吸着他的血。因为狐狸实在太虚弱，根本无法抖落这些马蝇。一只刺猬看见了他，并问他是否应该赶走这些害他的马蝇。但是，狐狸却回答说："不用啦，坚决不要打扰他们，因为这些马蝇已经吃饱，不再叮咬我了；假如你把它们都赶走了，另外一群饥饿的马蝇就会过来，继续吸取我体内剩余的血，这样就会吸干血管里的血。",本文的寓意是：即便患难之中，也要面对无可奈何，泰然处之，毕竟受损害的程度、后续的可能性都难以预料，备受折磨才未必是最好的结果。,狐狸
256,乌鸦与渡鸦,一只乌鸦非常妒忌渡鸦，因为渡鸦被人类当做一种能预测未来的神鸟，故而得到了人类的尊敬。乌鸦十分羡慕，也想得到同样的声望。有一天，看见几个行人路过，她便飞到路边的一棵树上，用力地大声叫了起来。听到乌鸦的声音，行人都很郁闷，他们担心这是一个不好的预兆。其中一个人看到了乌鸦，就对同伴说："没事了，朋友们，我们可以不用担心了，因为这是一只乌鸦，没什么特别的。",假装成位高权重之流的人，只会让自己变得荒谬可笑。,其他
257,女巫,有个女巫声称自己能用某种方式使神灵息怒，只有她才拥有这个秘诀。她四处招摇撞骗，因此得到了不少酬金。但是，后来有人控告她乱用巫术，便将她送上了法庭，并要求将她处死，因为她与魔鬼打交道。后来，她被定了罪，并判处了死刑。在离开被告席时，其中一个法官对她说："你自称能平息神灵的愤怒，那么，现在为何连凡人的愤怒也平息不了呢？",寓意是：骗子不会长久得逞，最终还是会挨个法律惩罚。,其他
258,老人与死神,有一个老人在森林里砍了一些柴，准备运回家。他十分吃力地挑着走了很远的路，还没走到一半，就已经累得走不动了。他便将担子放在地上，要求死神快点来，让他尽快摆脱这个痛苦的生命。更令他沮丧的是，还没等话说出口，死神便站在他面前，声称已经准备好为他服务了。老人几乎吓呆了，但却保持着沉着镇定，结结巴巴地说："好人呀，你行行好，帮忙把那担子再放到我肩上吧。",这篇文章的寓意是：永远不要轻言放弃，一切都可以有所改变。,其他
259,吝啬鬼,有一个守财奴变卖了所有家产，并将所有金器全部熔成了一个大金块，秘密埋在一个地方。他每天都会走过去看看，有时还会花很长时间得意洋洋地欣赏自己的宝藏。一个仆人注意到他经常去那个地方，便在某一天监视着他，发现了他的秘密。那人在一个夜晚伺机挖出了金块，并偷走了。第二天，当守财奴又像往常一样到那里来看宝贝时，发现自己的宝藏不翼而飞了，便捶胸顿足地痛哭起来。一个邻居见他如此悲痛，便问他遇上了什么麻烦。守财奴告诉他自己的不幸，可是，邻居却说："朋友，别太放在心上了，找一块石头放进洞里，然后每天都来看看它，只要你心里想着那是块金子，就不会再如此难过了。因为即使那是一块真的金子，对你来说也没什么用呀。",这篇文章蕴含的寓意是：不要太看重物质上的财富，只要心里有着对所拥有的美好的想法，就可以获得心灵上的财富。,其他
260,狐狸与河,一群狐狸聚集在河畔，想要喝河里的水。但是，河里的水流很急，而河水似乎又很深、很危险，于是，他们都不敢下去喝水，只是站在河边，鼓动其他不害怕的狐狸下去喝水。其中有一只狐狸，嘲笑同伴们太胆小，为显示自己的勇敢，他说道："我才不害怕呢！看吧，我马上就走进河里去！"他刚步入河中，就被湍急的河水冲得站不稳脚跟。眼看他就要被河水冲到下游去了，站在河边的其他狐狸冲他大喊："别走呀，不要留下我们！快回来，告诉我们从哪里可以安全地下去喝水。"然而，被水冲走的狐狸却回答说："恐怕我不能回去了，我想到海边去，河水会带我过去的。等我回来后，再告诉你们吧。",寓意：勇者无惧，不惧危险，只有不断地去尝试，才能发现安全和成功之路。,狐狸
261,马和雄鹿,从前，有一匹马曾经独自占有一片草场。有一天，一只雄鹿闯入了他的领地，说自己也像马一样有权利分享这里的草，不仅如此，还为自己选了一个最好的地方吃草。马一心想报复这只不请自来的鹿，便来到人那里询问是否能帮助自己惩罚鹿。人回答说："是的，我可以尽力帮你，不过，除非你愿意让我把一根勒马的缰绳放在你嘴里，并且骑在你的背上，我才能这么做。"马同意了人的要求，于是这两个合作者很快就把鹿赶出了草场。然而，一切结束后，马才发现自己永远成了人的奴隶。,该文章寓意是：牺牲自由权利为了取得临时的好处可能会带来长期的损失。,其他
262,狐狸与荆棘,一只狐狸爬越篱笆时，差一点失足跌落下去，他拼命地抓住了一根荆棘，以防掉下去摔死。狐狸自然被荆棘刺伤了，他厌恶地冲着荆棘大喊："我只想得到你的帮助，可你却如此对待我！还不如直接摔下去呢。"荆棘打断了他的话，说："朋友，向来都是我拉扯别人的，而你却来抓住我，那可就是你的愚蠢了。",寓意：求助有可能会令自己受伤，但要小心衡量风险。,狐狸
